Name,Dominance,THC,CBD,Terpenes,Calm/Energize,Feelings,Helps,Negative,Join_name
Cherry Kola,THC Dominant,14–17% THC,< 1% CBD,,-0.3261,"['Relaxed 76%', 'Euphoric 62%', 'Happy 62%', 'Uplifted 53%', 'Hungry 37%']","['Stress 51%', 'Pain 39%', 'Anxiety 39%', 'Depression 34%', 'Lack of appetite 32%']","['Dry mouth 23%', 'Dry eyes 13%', 'Dizzy 6%', 'Anxious 4%', 'Paranoid 4%']",cherry kola
Banana OG,THC Dominant,18–23% THC,< 1% CBD,"['Limonene', 'Caryophyllene', 'Pinene']",-0.6779999999999999,"['Relaxed 55%', 'Euphoric 43%', 'Happy 42%', 'Sleepy 28%', 'Hungry 27%']","['Stress 29%', 'Pain 26%', 'Anxiety 25%', 'Insomnia 23%', 'Depression 17%']","['Dry mouth 25%', 'Dry eyes 14%', 'Dizzy 8%', 'Paranoid 6%', 'Anxious 5%']",banana og
Sugar Pine,THC Dominant,,,,,,,,sugar pine
Wet Dream,THC Dominant,,,,0.9818,"['Euphoric 60%', 'Energetic 57%', 'Creative 55%', 'Happy 52%', 'Uplifted 52%']","['Stress 35%', 'Depression 32%', 'Lack of appetite 15%', 'Anxiety 15%', 'Fatigue 12%']","['Dry mouth 17%', 'Dry eyes 7%', 'Dizzy 5%', 'Paranoid 5%', 'Anxious 2%']",wet dream
Humboldt Sour Diesel,THC Dominant,,,,,,,,humboldt sour diesel
Kosher Kush,THC Dominant,18–22% THC,< 1% CBD,"['Myrcene', 'Limonene', 'Caryophyllene']",-0.9188,"['Relaxed 66%', 'Sleepy 51%', 'Happy 44%', 'Euphoric 42%', 'Hungry 25%']","['Stress 35%', 'Insomnia 33%', 'Pain 32%', 'Anxiety 26%', 'Depression 21%']","['Dry mouth 30%', 'Dry eyes 15%', 'Dizzy 6%', 'Paranoid 3%', 'Anxious 1%']",kosher kush
Super Sour Lemon,THC Dominant,,,,,,,,super sour lemon
Pineapple Diesel,THC Dominant,14–19% THC,< 1% CBD,,0.9672,"['Uplifted 61%', 'Happy 57%', 'Euphoric 55%', 'Energetic 39%', 'Creative 29%']","['Stress 42%', 'Anxiety 38%', 'Pain 25%', 'Depression 24%', 'Fatigue 16%']","['Dry mouth 30%', 'Dry eyes 14%', 'Dizzy 8%', 'Anxious 1%', 'Headache 1%']",pineapple diesel
Orange Wreck,THC Dominant,,,,,,,,orange wreck
Chocolate Meringue,THC Dominant,,,,,,,,chocolate meringue
Chocolate Chunk,THC Dominant,15–20% THC,< 1% CBD,,-0.8433,"['Relaxed 65%', 'Sleepy 56%', 'Happy 44%', 'Euphoric 36%', 'Uplifted 33%']","['Stress 38%', 'Anxiety 37%', 'Pain 34%', 'Depression 30%', 'Insomnia 30%']","['Dry mouth 32%', 'Dry eyes 17%', 'Dizzy 9%', 'Headache 7%', 'Anxious 5%']",chocolate chunk
Marionberry Kush,THC Dominant,15–20% THC,< 1% CBD,"['Myrcene', 'Limonene', 'Caryophyllene']",-0.2372,"['Relaxed 69%', 'Happy 63%', 'Uplifted 48%', 'Euphoric 36%', 'Creative 31%']","['Stress 34%', 'Depression 29%', 'Insomnia 24%', 'Anxiety 23%', 'Pain 21%']","['Dry mouth 16%', 'Dry eyes 5%', 'Anxious 1%', 'Headache 1%', 'Paranoid 1%']",marionberry kush
Sour Strawberry,THC Dominant,14–16% THC,< 1% CBD,,0.3107,"['Euphoric 300%', 'Uplifted 300%', 'Sleepy 240%', 'Focused 80%', 'Hungry 80%']","['Depression 260%', 'Insomnia 240%', 'Pain 240%', 'Stress 240%', 'Nausea 220%']","['Anxious 220%', 'Paranoid 220%', 'Dry eyes 20%', 'Dry mouth 20%']",sour strawberry
White Zombie,THC Dominant,,,,0.2269,"['Euphoric 56%', 'Happy 47%', 'Relaxed 45%', 'Creative 43%', 'Uplifted 31%']","['Stress 54%', 'Anxiety 47%', 'Pain 35%', 'Depression 29%', 'Migraines 20%']","['Dry mouth 27%', 'Dry eyes 20%', 'Dizzy 16%', 'Paranoid 4%', 'Anxious 2%']",white zombie
Heisenberg Kush,,,,,0.7882,"['Happy 65%', 'Relaxed 52%', 'Uplifted 52%', 'Creative 47%', 'Energetic 47%']","['Stress 34%', 'Depression 26%', 'Anxiety 26%', 'Pain 21%', 'ADD/ADHD 21%']","['Dry mouth 39%', 'Dizzy 4%', 'Dry eyes 4%', 'Headache 4%']",heisenberg kush
Glad Max,THC Dominant,,,,0.4206,"['Euphoric 68%', 'Relaxed 68%', 'Uplifted 54%', 'Happy 50%', 'Creative 45%']","['Stress 54%', 'Pain 50%', 'Depression 36%', 'Anxiety 36%', 'Fatigue 22%']","['Dry mouth 22%', 'Dry eyes 13%', 'Dizzy 4%', 'Paranoid 4%']",glad max
Jack 47,THC Dominant,,,,0.386,,,,jack 47
Critical Kush,THC Dominant,15–20% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.8753,"['Relaxed 79%', 'Happy 54%', 'Sleepy 47%', 'Euphoric 41%', 'Uplifted 30%']","['Stress 36%', 'Pain 33%', 'Insomnia 29%', 'Depression 28%', 'Anxiety 27%']","['Dry mouth 32%', 'Dry eyes 19%', 'Dizzy 7%', 'Anxious 4%', 'Paranoid 3%']",critical kush
Batgirl,THC Dominant,,,,,,,,batgirl
Mendo Supremo,THC Dominant,,,,,,,,mendo supremo
Mandala #1,THC Dominant,,,,,,,,mandala #1
Blue Moonshine,THC Dominant,12–17% THC,< 1% CBD,,-0.6377,"['Relaxed 58%', 'Euphoric 55%', 'Happy 50%', 'Sleepy 35%', 'Uplifted 32%']","['Stress 54%', 'Pain 42%', 'Depression 31%', 'Anxiety 30%', 'Insomnia 21%']","['Dry eyes 35%', 'Dry mouth 31%', 'Dizzy 8%', 'Headache 7%', 'Anxious 4%']",blue moonshine
Tangier Chilly,THC Dominant,,,,,,,,tangier chilly
Avi-Dekel,,,,,0.2763,"['Happy 64%', 'Relaxed 64%', 'Uplifted 52%', 'Focused 41%', 'Energetic 26%']","['Pain 70%', 'Inflammation 55%', 'Stress 52%', 'Anxiety 50%', 'Depression 41%']","['Dry mouth 32%', 'Anxious 5%', 'Dizzy 5%', 'Headache 5%', 'Dry eyes 2%']",avi-dekel
Lemon Alien Dawg,THC Dominant,16–19% THC,< 1% CBD,,0.0232,"['Relaxed 70%', 'Happy 66%', 'Euphoric 56%', 'Uplifted 47%', 'Creative 31%']","['Depression 41%', 'Stress 41%', 'Anxiety 35%', 'Nausea 25%', 'Bipolar disorder 22%']","['Dry mouth 31%', 'Dry eyes 8%', 'Anxious 2%', 'Dizzy 2%', 'Headache 2%']",lemon alien dawg
Spoetnik #1,THC Dominant,,,,,,,,spoetnik #1
Lemon Skunk,THC Dominant,15–20% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",0.6945,"['Happy 62%', 'Uplifted 50%', 'Euphoric 49%', 'Relaxed 43%', 'Energetic 36%']","['Stress 35%', 'Depression 29%', 'Anxiety 28%', 'Pain 22%', 'Fatigue 13%']","['Dry mouth 26%', 'Dry eyes 14%', 'Dizzy 7%', 'Paranoid 6%', 'Headache 5%']",lemon skunk
K1,THC Dominant,13–24% THC,< 1% CBD,,,,,,k1
Tokyo OG,THC Dominant,,,,-0.5156,,,,tokyo og
Star Tonic,Balanced THC/CBD,3–4% THC,7–8% CBD,,-0.2372,"['Relaxed 76%', 'Focused 46%', 'Uplifted 40%', 'Happy 36%', 'Creative 33%']","['Pain 56%', 'Stress 56%', 'Depression 40%', 'Inflammation 40%', 'Anxiety 40%']","['Dry mouth 13%', 'Dry eyes 10%']",star tonic
Purple Power,THC Dominant,,,,0.2269,,,,purple power
Bright Fire,THC Dominant,,,,,,,,bright fire
Lemon Larry Lavender,THC Dominant,,,,,,,,lemon larry lavender
Malawi Gold,THC Dominant,,,,,,,,malawi gold
Pop Rox,THC Dominant,,,,,,,,pop rox
Purple Frost,THC Dominant,14–19% THC,< 1% CBD,,,,,,purple frost
Capleton,THC Dominant,,,,,,,,capleton
Northern Skunk,THC Dominant,,,,-0.2578,"['Happy 73%', 'Euphoric 59%', 'Relaxed 59%', 'Uplifted 45%', 'Creative 23%']","['Stress 47%', 'Pain 45%', 'Depression 28%', 'Insomnia 26%', 'Headaches 23%']","['Dry mouth 30%', 'Dry eyes 21%', 'Anxious 4%']",northern skunk
Space Needle,THC Dominant,,,,,,,,space needle
Cackleberry,THC Dominant,,,,,,,,cackleberry
Paris XXX,THC Dominant,,,,,,,,paris xxx
Afghan Haze,,,,,-0.0419,"['Relaxed 65%', 'Happy 60%', 'Creative 48%', 'Uplifted 43%', 'Euphoric 41%']","['Stress 31%', 'Depression 29%', 'Fatigue 21%', 'Pain 21%', 'Anxiety 19%']","['Dry mouth 21%', 'Dizzy 12%', 'Dry eyes 9%', 'Headache 4%', 'Anxious 2%']",afghan haze
Fruity Chronic Juice,THC Dominant,13–17% THC,< 1% CBD,,-0.2265,"['Relaxed 64%', 'Happy 57%', 'Euphoric 53%', 'Talkative 42%', 'Uplifted 39%']","['Pain 32%', 'Stress 32%', 'Lack of appetite 28%', 'Depression 25%', 'Insomnia 25%']","['Dry eyes 17%', 'Dry mouth 14%', 'Anxious 7%', 'Dizzy 3%', 'Headache 3%']",fruity chronic juice
Odyssey,THC Dominant,,,,-0.3131,"['Focused 58%', 'Relaxed 58%', 'Happy 41%', 'Energetic 33%', 'Euphoric 33%']","['Stress 58%', 'Pain 50%', 'Depression 41%', 'Headaches 41%', 'Nausea 33%']","['Dry eyes 41%', 'Headache 25%', 'Dry mouth 16%', 'Paranoid 8%']",odyssey
White Urkle,THC Dominant,16–21% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Pinene']",-0.8878,"['Relaxed 80%', 'Happy 60%', 'Euphoric 50%', 'Sleepy 28%', 'Tingly 24%']","['Stress 42%', 'Pain 38%', 'Depression 30%', 'Anxiety 24%', 'Headaches 18%']","['Dry mouth 18%', 'Dry eyes 14%', 'Anxious 10%', 'Paranoid 10%', 'Dizzy 6%']",white urkle
Kaua’i Electric,THC Dominant,,,,,,,,kaua’i electric
Grape Skunk,THC Dominant,,,,-0.5586,"['Happy 73%', 'Relaxed 63%', 'Euphoric 50%', 'Uplifted 46%', 'Sleepy 43%']","['Stress 46%', 'Anxiety 46%', 'Pain 40%', 'Insomnia 33%', 'Depression 26%']","['Dry mouth 23%', 'Dry eyes 6%', 'Anxious 3%', 'Paranoid 3%']",grape skunk
Krakatoa,THC Dominant,,,,,,,,krakatoa
Lemon Kush,THC Dominant,17–21% THC,< 1% CBD,"['Myrcene', 'Pinene', 'Caryophyllene']",0.3997,"['Happy 63%', 'Uplifted 51%', 'Relaxed 50%', 'Euphoric 50%', 'Creative 31%']","['Stress 40%', 'Anxiety 30%', 'Depression 28%', 'Pain 23%', 'Insomnia 15%']","['Dry mouth 39%', 'Dry eyes 20%', 'Dizzy 10%', 'Paranoid 10%', 'Anxious 6%']",lemon kush
Chocolope,THC Dominant,13–18% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",0.9262,"['Happy 62%', 'Uplifted 59%', 'Euphoric 50%', 'Energetic 48%', 'Creative 39%']","['Stress 43%', 'Depression 34%', 'Anxiety 29%', 'Pain 19%', 'Fatigue 16%']","['Dry mouth 24%', 'Dry eyes 15%', 'Dizzy 5%', 'Paranoid 4%', 'Anxious 4%']",chocolope
Green Hornet,,,,,0.8503,"['Euphoric 56%', 'Happy 50%', 'Energetic 38%', 'Uplifted 38%', 'Creative 36%']","['Depression 43%', 'Stress 34%', 'Pain 27%', 'Anxiety 22%', 'Migraines 18%']","['Dry mouth 29%', 'Dry eyes 13%', 'Paranoid 13%', 'Anxious 6%', 'Dizzy 6%']",green hornet
Cindy White,THC Dominant,,,,0.8376,"['Happy 55%', 'Uplifted 55%', 'Euphoric 50%', 'Relaxed 44%', 'Energetic 36%']","['Stress 21%', 'Depression 18%', 'Anxiety 18%', 'Pain 15%', 'Insomnia 13%']","['Dry mouth 15%', 'Anxious 5%', 'Headache 5%']",cindy white
Amnesia White,,,,,-0.8501,,,,amnesia white
Sour Strawberry Diesel,THC Dominant,,,,0.1374,"['Happy 76%', 'Relaxed 70%', 'Uplifted 55%', 'Euphoric 50%', 'Talkative 35%']","['Stress 35%', 'Depression 26%', 'Anxiety 26%', 'Insomnia 20%', 'ADD/ADHD 20%']","['Dry mouth 23%', 'Dry eyes 8%', 'Dizzy 5%', 'Anxious 2%', 'Paranoid 2%']",sour strawberry diesel
Sequoia Strawberry,THC Dominant,21–21% THC,< 1% CBD,,0.975,,,,sequoia strawberry
Orange Diesel,THC Dominant,,,,0.7057,"['Euphoric 56%', 'Happy 55%', 'Uplifted 51%', 'Energetic 50%', 'Relaxed 50%']","['Stress 33%', 'Anxiety 31%', 'Depression 21%', 'Fatigue 20%', 'ADD/ADHD 18%']","['Dry mouth 21%', 'Dry eyes 6%', 'Paranoid 6%', 'Anxious 3%', 'Dizzy 3%']",orange diesel
Sublime,THC Dominant,,,,0.9728,,,,sublime
Sugar Kush,THC Dominant,10–19% THC,< 1% CBD,,-0.9788,"['Relaxed 73%', 'Happy 51%', 'Sleepy 48%', 'Euphoric 38%', 'Hungry 32%']","['Stress 40%', 'Anxiety 32%', 'Insomnia 28%', 'Depression 26%', 'Lack of appetite 26%']","['Dry mouth 17%', 'Dry eyes 15%', 'Dizzy 3%', 'Anxious 1%', 'Paranoid 1%']",sugar kush
Woody Kush,THC Dominant,18–19% THC,< 1% CBD,,-0.9779,"['Relaxed 60%', 'Happy 39%', 'Sleepy 39%', 'Euphoric 31%', 'Hungry 20%']","['Insomnia 43%', 'Stress 39%', 'Pain 29%', 'Anxiety 29%', 'Depression 20%']","['Dry mouth 29%', 'Dry eyes 14%', 'Paranoid 8%', 'Dizzy 4%', 'Headache 4%']",woody kush
Big Mac,THC Dominant,,,,,,,,big mac
Sour Tangie,THC Dominant,15–20% THC,< 1% CBD,"['Myrcene', 'Pinene', 'Caryophyllene']",0.9005,"['Happy 54%', 'Uplifted 52%', 'Energetic 44%', 'Euphoric 43%', 'Relaxed 36%']","['Depression 33%', 'Stress 32%', 'Fatigue 19%', 'Anxiety 19%', 'Pain 16%']","['Dry mouth 17%', 'Dry eyes 9%', 'Anxious 5%', 'Dizzy 5%', 'Headache 2%']",sour tangie
Krakatoa,THC Dominant,,,,,,,,krakatoa
Pink Berry,THC Dominant,,,,,,,,pink berry
White Rhino,THC Dominant,15–19% THC,< 1% CBD,"['Caryophyllene', 'Myrcene', 'Limonene']",-0.5292,"['Relaxed 55%', 'Happy 49%', 'Euphoric 46%', 'Sleepy 33%', 'Uplifted 32%']","['Stress 38%', 'Pain 32%', 'Anxiety 27%', 'Insomnia 22%', 'Depression 19%']","['Dry mouth 38%', 'Dry eyes 18%', 'Dizzy 7%', 'Paranoid 7%', 'Headache 6%']",white rhino
White Caramel Cookie,THC Dominant,,,,,,,,white caramel cookie
UW,THC Dominant,14–19% THC,< 1% CBD,,-0.9516,"['Relaxed 80%', 'Sleepy 63%', 'Happy 50%', 'Euphoric 40%', 'Hungry 23%']","['Stress 47%', 'Pain 43%', 'Insomnia 35%', 'Anxiety 30%', 'Depression 20%']","['Dry mouth 25%', 'Dry eyes 16%', 'Headache 6%', 'Paranoid 4%', 'Anxious 2%']",uw
Zen,,,,,0.2269,,,,zen
Alien Technology,THC Dominant,,,,,,,,alien technology
Crystal Gayle,THC Dominant,,,,,,,,crystal gayle
Lemon Cheesecake,THC Dominant,17–19% THC,< 1% CBD,,,,,,lemon cheesecake
Capers,THC Dominant,,,,,,,,capers
Gypsy Kush,THC Dominant,,,,,,,,gypsy kush
Washing Machine,THC Dominant,,,,,,,,washing machine
Lazy Train,THC Dominant,,,,,,,,lazy train
Pineapple Calyx,THC Dominant,,,,,,,,pineapple calyx
Dutch Haze,THC Dominant,,,,,,,,dutch haze
Bubba Fresh,THC Dominant,,,,,,,,bubba fresh
Monkey Paw,,,,,0.3716,"['Happy 68%', 'Relaxed 68%', 'Uplifted 51%', 'Creative 44%', 'Energetic 44%']","['Depression 34%', 'Stress 34%', 'Lack of appetite 27%', 'Pain 24%', 'Muscle spasms 20%']","['Dry mouth 27%', 'Dry eyes 10%', 'Anxious 6%', 'Paranoid 6%', 'Dizzy 3%']",monkey paw
Chocoholic,THC Dominant,,,,,,,,chocoholic
Mazar Kush,THC Dominant,,,,-0.9259,"['Relaxed 58%', 'Happy 33%', 'Sleepy 33%', 'Euphoric 20%', 'Uplifted 20%']","['Pain 35%', 'Stress 23%', 'Headaches 17%', 'Insomnia 17%', 'Nausea 15%']","['Dry mouth 28%', 'Dry eyes 15%', 'Anxious 5%', 'Paranoid 5%', 'Headache 2%']",mazar kush
White Diesel,THC Dominant,16–19% THC,< 1% CBD,,0.1044,"['Relaxed 58%', 'Euphoric 48%', 'Uplifted 45%', 'Creative 41%', 'Focused 41%']","['Stress 38%', 'Pain 29%', 'Anxiety 29%', 'Depression 22%', 'Lack of appetite 16%']","['Dry mouth 19%', 'Dry eyes 9%', 'Dizzy 6%', 'Anxious 3%', 'Headache 3%']",white diesel
Berry Larry,THC Dominant,,,,,,,,berry larry
Banana Cream OG,THC Dominant,15–23% THC,< 1% CBD,,-0.8501,"['Relaxed 88%', 'Euphoric 47%', 'Creative 41%', 'Happy 35%', 'Uplifted 29%']","['Depression 35%', 'Stress 35%', 'Pain 23%', 'Insomnia 17%', 'Nausea 17%']","['Dry mouth 23%', 'Dizzy 17%', 'Dry eyes 17%']",banana cream og
Super Sour Diesel,THC Dominant,16–22% THC,< 1% CBD,"['Limonene', 'Caryophyllene', 'Myrcene']",0.8605,"['Euphoric 54%', 'Happy 52%', 'Uplifted 49%', 'Creative 44%', 'Energetic 44%']","['Stress 37%', 'Depression 25%', 'Anxiety 25%', 'Pain 21%', 'Fatigue 14%']","['Dry mouth 30%', 'Dry eyes 18%', 'Paranoid 7%', 'Dizzy 6%', 'Anxious 5%']",super sour diesel
Americano,THC Dominant,,,,,,,,americano
Thai Girl,THC Dominant,,,,0.7336,,,,thai girl
Negra 44,THC Dominant,,,,,,,,negra 44
Tesla Tower,THC Dominant,,,,,,,,tesla tower
Elderberry Kush,THC Dominant,,,,-0.8312,,,,elderberry kush
Pink Kush,THC Dominant,15–18% THC,< 1% CBD,,-0.7613,"['Relaxed 77%', 'Happy 59%', 'Euphoric 46%', 'Sleepy 42%', 'Uplifted 35%']","['Stress 40%', 'Pain 34%', 'Insomnia 29%', 'Depression 28%', 'Anxiety 25%']","['Dry mouth 33%', 'Dry eyes 18%', 'Dizzy 4%', 'Anxious 4%', 'Paranoid 4%']",pink kush
Thai Lights,THC Dominant,,,,0.6727,,,,thai lights
Big Kush,THC Dominant,,,,,,,,big kush
Old School OG,THC Dominant,,,,,,,,old school og
Lemon OG Haze,THC Dominant,,,,0.4206,"['Relaxed 63%', 'Euphoric 60%', 'Focused 53%', 'Uplifted 53%', 'Creative 46%']","['Stress 43%', 'Pain 36%', 'Depression 33%', 'Fatigue 30%', 'Insomnia 23%']","['Dry mouth 30%', 'Dry eyes 23%', 'Anxious 16%', 'Paranoid 13%', 'Dizzy 3%']",lemon og haze
Rockstar,THC Dominant,16–18% THC,< 1% CBD,,-0.7826,"['Relaxed 79%', 'Happy 51%', 'Sleepy 46%', 'Euphoric 45%', 'Uplifted 37%']","['Stress 41%', 'Anxiety 35%', 'Pain 34%', 'Depression 29%', 'Insomnia 27%']","['Dry mouth 33%', 'Dry eyes 21%', 'Dizzy 8%', 'Anxious 7%', 'Paranoid 6%']",rockstar
Balmoral,THC Dominant,,,,0.377,"['Happy 75%', 'Relaxed 62%', 'Focused 54%', 'Uplifted 50%', 'Creative 41%']","['Stress 33%', 'Depression 29%', 'Pain 20%', 'Fatigue 12%', 'Headaches 12%']","['Dry mouth 45%', 'Dry eyes 12%', 'Anxious 8%', 'Dizzy 4%', 'Headache 4%']",balmoral
Longbottom Leaf,THC Dominant,,,,,,,,longbottom leaf
Gold King's Thai,THC Dominant,,,,,,,,gold king's thai
Karibbean Mango,THC Dominant,,,,,,,,karibbean mango
Ginger Punch,THC Dominant,,,,,,,,ginger punch
Ill OG,THC Dominant,,,,,,,,ill og
Platinum Kush,THC Dominant,15–20% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.772,"['Relaxed 67%', 'Happy 51%', 'Euphoric 49%', 'Sleepy 39%', 'Hungry 34%']","['Stress 38%', 'Pain 32%', 'Anxiety 28%', 'Insomnia 24%', 'Depression 20%']","['Dry mouth 31%', 'Dry eyes 20%', 'Dizzy 6%', 'Paranoid 6%', 'Headache 3%']",platinum kush
VCDC,,,,,-0.8501,"['Relaxed 54%', 'Happy 32%', 'Euphoric 22%', 'Sleepy 22%', 'Uplifted 22%']","['Stress 45%', 'Pain 41%', 'Anxiety 25%', 'Depression 22%', 'Inflammation 19%']","['Dizzy 16%', 'Dry eyes 12%', 'Dry mouth 12%', 'Anxious 6%', 'Paranoid 6%']",vcdc
Black Roses,THC Dominant,,,,,,,,black roses
Satori,THC Dominant,,,,0.9358,"['Euphoric 63%', 'Uplifted 61%', 'Happy 55%', 'Creative 48%', 'Energetic 46%']","['Stress 55%', 'Anxiety 44%', 'Depression 36%', 'Insomnia 28%', 'Pain 28%']","['Dry mouth 28%', 'Dry eyes 18%', 'Paranoid 6%', 'Dizzy 4%', 'Headache 2%']",satori
Slimer OG,THC Dominant,19–22% THC,< 1% CBD,"['Terpinolene', 'Myrcene', 'Limonene']",-0.4872,,,,slimer og
Dreadlock,THC Dominant,,,,,,,,dreadlock
Sour D*OG,THC Dominant,15–20% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",,,,,sour d*og
Giesel,THC Dominant,16–19% THC,< 1% CBD,,,,,,giesel
Keystone Kush,THC Dominant,,,,,,,,keystone kush
Strawberry Blondie,THC Dominant,,,,0.3164,,,,strawberry blondie
Purple Alien OG,THC Dominant,,,,-0.6236,"['Relaxed 65%', 'Euphoric 49%', 'Happy 49%', 'Uplifted 34%', 'Sleepy 29%']","['Pain 39%', 'Stress 31%', 'Insomnia 24%', 'Anxiety 24%', 'Depression 20%']","['Dry mouth 17%', 'Dry eyes 8%', 'Dizzy 7%', 'Paranoid 3%', 'Anxious 1%']",purple alien og
Critical 47,THC Dominant,,,,,,,,critical 47
White Lotus,THC Dominant,,,,-0.9647,,,,white lotus
Catfish,THC Dominant,,,,0.9601,"['Energetic 85%', 'Uplifted 85%', 'Creative 70%', 'Euphoric 70%', 'Happy 70%']","['Stress 50%', 'Depression 45%', 'Pain 40%', 'Nausea 35%', 'Lack of appetite 30%']","['Dry eyes 20%', 'Dry mouth 20%', 'Paranoid 15%', 'Anxious 10%']",catfish
ACDC,CBD Dominant,< 1% THC,11–15% CBD,"['Myrcene', 'Pinene', 'Caryophyllene']",-0.2066,"['Relaxed 64%', 'Happy 40%', 'Uplifted 35%', 'Focused 34%', 'Energetic 18%']","['Pain 43%', 'Stress 39%', 'Anxiety 36%', 'Inflammation 26%', 'Depression 24%']","['Dry mouth 11%', 'Dry eyes 4%', 'Anxious 2%', 'Headache 2%', 'Dizzy 2%']",acdc
MC1,THC Dominant,,,,,,,,mc1
Dark Blue Dream,THC Dominant,,,,0.6069,"['Happy 59%', 'Euphoric 42%', 'Uplifted 42%', 'Relaxed 40%', 'Energetic 33%']","['Depression 33%', 'Stress 33%', 'Anxiety 33%', 'Pain 28%', 'PTSD 21%']","['Dry mouth 21%', 'Anxious 9%', 'Dry eyes 9%', 'Paranoid 9%', 'Dizzy 2%']",dark blue dream
Pineapple Kush,THC Dominant,15–18% THC,< 1% CBD,"['Terpinolene', 'Myrcene', 'Pinene']",0.3223,"['Happy 61%', 'Relaxed 49%', 'Euphoric 47%', 'Uplifted 45%', 'Hungry 29%']","['Stress 41%', 'Pain 30%', 'Anxiety 29%', 'Depression 27%', 'Insomnia 14%']","['Dry mouth 39%', 'Dry eyes 24%', 'Dizzy 9%', 'Paranoid 7%', 'Headache 4%']",pineapple kush
Amnesi-K Lemon,THC Dominant,,,,,,,,amnesi-k lemon
Yummy,THC Dominant,,,,-0.9058,"['Relaxed 65%', 'Happy 34%', 'Sleepy 34%', 'Euphoric 17%', 'Focused 17%']","['Stress 34%', 'Pain 27%', 'Inflammation 24%', 'Depression 20%', 'Anxiety 20%']","['Dry mouth 24%', 'Dry eyes 17%', 'Anxious 3%', 'Dizzy 3%', 'Headache 3%']",yummy
OG Poison,THC Dominant,,,,-0.9084,"['Sleepy 54%', 'Relaxed 51%', 'Euphoric 38%', 'Focused 35%', 'Hungry 29%']","['Stress 48%', 'Insomnia 45%', 'Depression 29%', 'Pain 29%', 'Nausea 22%']","['Dry mouth 29%', 'Dry eyes 16%', 'Headache 9%', 'Dizzy 6%', 'Paranoid 6%']",og poison
Madzilla,THC Dominant,,,,,,,,madzilla
Sour Alien,THC Dominant,19–22% THC,< 1% CBD,,-0.364,"['Relaxed 69%', 'Happy 61%', 'Euphoric 49%', 'Creative 39%', 'Uplifted 39%']","['Stress 48%', 'Pain 30%', 'Depression 28%', 'Anxiety 28%', 'Lack of appetite 21%']","['Dry eyes 27%', 'Dry mouth 27%', 'Dizzy 12%', 'Headache 4%', 'Anxious 2%']",sour alien
Belladonna,THC Dominant,10–17% THC,< 1% CBD,,0.1193,"['Euphoric 52%', 'Happy 42%', 'Creative 33%', 'Relaxed 33%', 'Uplifted 33%']","['Migraines 38%', 'Stress 33%', 'Pain 23%', 'Depression 19%', 'Insomnia 19%']","['Dry mouth 33%', 'Paranoid 23%', 'Anxious 4%', 'Dizzy 4%', 'Dry eyes 4%']",belladonna
West OG,THC Dominant,,,,,,,,west og
OG #18,THC Dominant,18–23% THC,< 1% CBD,"['Myrcene', 'Limonene', 'Caryophyllene']",-0.7982,"['Relaxed 68%', 'Euphoric 47%', 'Happy 47%', 'Sleepy 27%', 'Uplifted 26%']","['Stress 33%', 'Pain 31%', 'Anxiety 24%', 'Insomnia 23%', 'Depression 23%']","['Dry mouth 22%', 'Dry eyes 12%', 'Dizzy 3%', 'Headache 2%', 'Anxious 2%']",og #18
Blue Kiss,THC Dominant,,,,,,,,blue kiss
Slurricane,THC Dominant,17–19% THC,< 1% CBD,,-0.7672,"['Relaxed 33%', 'Happy 21%', 'Euphoric 18%', 'Uplifted 15%', 'Sleepy 12%']","['Anxiety 6%', 'Arthritis 3%', 'PTSD 3%', 'ADD/ADHD 1%', 'Bipolar disorder 1%']","['Dry eyes 6%', 'Dry mouth 6%', 'Dizzy 1%']",slurricane
Orange Cookies,THC Dominant,16–20% THC,< 1% CBD,"['Terpinolene', 'Myrcene', 'Caryophyllene']",0.1736,"['Relaxed 59%', 'Happy 55%', 'Euphoric 45%', 'Uplifted 45%', 'Creative 30%']","['Stress 25%', 'Depression 22%', 'Anxiety 19%', 'Pain 16%', 'Lack of appetite 10%']","['Dry mouth 20%', 'Dry eyes 13%', 'Dizzy 3%', 'Anxious 3%', 'Paranoid 3%']",orange cookies
Silver Mountain,THC Dominant,19–20% THC,< 1% CBD,,,,,,silver mountain
Rebel God Smoke,THC Dominant,,,,,,,,rebel god smoke
Gilz Nilz,THC Dominant,13–20% THC,< 1% CBD,,,,,,gilz nilz
Atomic Northern Lights,THC Dominant,,,,0.2891,"['Happy 47%', 'Aroused 43%', 'Euphoric 42%', 'Relaxed 38%', 'Uplifted 33%']","['Stress 41%', 'Anxiety 33%', 'Pain 31%', 'Depression 26%', 'Insomnia 21%']","['Dry mouth 26%', 'Dry eyes 17%', 'Dizzy 15%', 'Paranoid 12%', 'Anxious 3%']",atomic northern lights
Dorit,THC Dominant,,,,,,,,dorit
