Name,Race,Flavor,Positive effects,Negative effects,Medical effects
Birthday Cake Kush,hybrid,"['Sweet', 'Vanilla', 'Skunk']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Giggly']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Inflammation', 'Muscle Spasms']"
Black '84,indica,"['Pungent', 'Earthy', 'Coffee']","['Relaxed', 'Hungry', 'Happy', 'Sleepy']","['Dry Mouth', 'Dry Eyes']","['Insomnia', 'Pain', 'Stress', 'Cramps', 'Lack of Appetite']"
Black Afghan,indica,"['Pepper', 'Earthy', 'Pungent']","['Relaxed', 'Hungry', 'Euphoric', 'Sleepy']",['Dry Mouth'],"['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Inflammation']"
Black Betty,hybrid,"['Berry', 'Sweet', 'Citrus']","['Euphoric', 'Happy', 'Energetic', 'Talkative', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']"
Black Bubba,indica,"['Earthy', 'Flowery', 'Pine']","['Relaxed', 'Euphoric', 'Happy', 'Tingly', 'Sleepy']",['Dry Mouth'],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Seizures']"
Black Cherry Cheesecake,hybrid,"['Berry', 'Sweet', 'Cheese']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Pain', 'Cramps', 'Nausea', 'Headaches', 'Eye Pressure']"
Black Cherry OG,indica,"['Sweet', 'Berry', 'Earthy']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Fatigue']"
Black Cherry Pie,hybrid,"['Earthy', 'Lavender', 'Plum']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']",[],"['Insomnia', 'Pain', 'Cramps', 'Lack of Appetite', 'Nausea']"
Black Cherry Soda,hybrid,"['Sweet', 'Berry', 'Earthy']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Headache', 'Fatigue', 'Headaches']"
Black Dahlia,hybrid,"['Sweet', 'Berry', 'Earthy']","['Relaxed', 'Happy', 'Sleepy', 'Focused']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Inflammation']"
Black Diamond,indica,"['Earthy', 'Sweet', 'Berry']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']"
Black Diesel,sativa,"['Diesel', 'Pungent', 'Earthy']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Headache', 'Fatigue', 'Muscle Spasms']"
Black Domina,indica,"['Pepper', 'Spicy/Herbal', 'Woody']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Inflammation']"
Black Haze,hybrid,"['Earthy', 'Pine', 'Flowery']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Headaches']"
Black Ice,indica,"['Earthy', 'Woody', 'Pine']","['Relaxed', 'Hungry', 'Happy', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headaches']"
Black Jack,hybrid,"['Sweet', 'Pine', 'Earthy']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Fatigue']"
Black Label Kush,indica,"['Woody', 'Berry', 'Citrus']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Inflammation']"
Black Lime Special Reserve,indica,"['Lime', 'Citrus', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Tingly']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Inflammation']"
Black Magic,hybrid,['Earthy'],"['Relaxed', 'Euphoric', 'Happy', 'Uplifted']",[],"['Depression', 'Pain', 'Stress', 'Inflammation']"
Black Magic Kush,indica,"['Berry', 'Earthy', 'Spicy/Herbal']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Stress', 'Cramps', 'Lack of Appetite']"
Black Mamba,indica,"['Sweet', 'Woody', 'Earthy']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Headaches']"
Black Russian,indica,"['Citrus', 'Earthy', 'Lemon']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dry Mouth', 'Paranoid', 'Dry Eyes']","['Insomnia', 'Stress', 'Lack of Appetite', 'Nausea', 'Fatigue']"
Black Tuna,hybrid,"['Earthy', 'Woody', 'Pungent']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']"
Black Velvet,hybrid,"['Sweet', 'Pine', 'Flowery']","['Relaxed', 'Hungry', 'Happy', 'Sleepy', 'Giggly']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Lack of Appetite', 'Nausea', 'Eye Pressure']"
Black Widow,hybrid,"['Woody', 'Earthy', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Headache', 'Headaches', 'Inflammation']"
Blackberry,hybrid,"['Berry', 'Sweet', 'Earthy']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Muscle Spasms']"
Blackberry Bubble,indica,"['Berry', 'Blueberry', 'Skunk']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']",['Dry Eyes'],"['Depression', 'Pain', 'Stress', 'Inflammation', 'Muscle Spasms']"
Blackberry Chem OG,hybrid,"['Berry', 'Chemical']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Tingly']","['Paranoid', 'Anxious']","['Depression', 'Pain', 'Stress']"
Blackberry Cream,indica,"['Berry', 'Sweet', 'Woody']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']",[],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Muscle Spasms']"
Blackberry Diesel,sativa,"['Diesel', 'Pungent', 'Berry']","['Relaxed', 'Hungry', 'Happy', 'Talkative', 'Sleepy']","['Dry Mouth', 'Anxious']","['Depression', 'Stress', 'Lack of Appetite', 'Headache', 'Headaches', 'Eye Pressure']"
Blackberry Dream,hybrid,"['Chemical', 'Grapefruit', 'Nutty']","['Relaxed', 'Creative', 'Energetic', 'Uplifted', 'Giggly']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Seizures', 'Muscle Spasms']"
Blackberry Hashplant,indica,"['Berry', 'Earthy', 'Nutty']","['Euphoric', 'Happy', 'Energetic', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache', 'Fatigue']"
Blackberry Haze,sativa,"['Berry', 'Sweet', 'Lemon']","['Relaxed', 'Hungry', 'Happy', 'Uplifted', 'Tingly']","['Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Headaches', 'Inflammation']"
Blackberry Kush,indica,"['Berry', 'Sweet', 'Earthy']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache']"
Blackberry Lime Haze,sativa,"['Berry', 'Lime', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Talkative', 'Uplifted']",[],"['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']"
Blackberry Pie,hybrid,"['Sweet', 'Blueberry', 'Berry']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Creative']",[],"['Pain', 'Cramps', 'Nausea', 'Inflammation']"
Blackberry Rhino,indica,"['Berry', 'Sweet', 'Spicy/Herbal']","['Relaxed', 'Hungry', 'Happy', 'Creative']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Muscle Spasms']"
Blackberry Trainwreck,hybrid,"['Berry', 'Sweet', 'Pungent']","['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea']"
Blackberry x Blueberry,indica,"['Berry', 'Blueberry', 'Skunk']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']",[],"['Depression', 'Stress', 'Lack of Appetite', 'Fatigue', 'Headaches']"
Blackwater,indica,"['Earthy', 'Grape', 'Sweet']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache']"
Blaze,sativa,"['Blueberry', 'Berry', 'Sweet']","['Euphoric', 'Creative', 'Energetic', 'Uplifted', 'Focused']",['Dry Mouth'],"['Depression', 'Pain', 'Stress', 'Nausea', 'Inflammation']"
Blissful Wizard,hybrid,"['Sweet', 'Vanilla', 'Earthy']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Talkative']",[],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea']"
