Name,Brand,Rating,Price,Join_name
Cherry X otto II Sweetened 1.4g,Hemp Happy Farms,,18.0,cherry x otto ii sweetened 1.4g
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
King Triton,High Grade AZ,,,king triton
Sour Banana Sherbet No. 2,Nature's Grace and Wellness,4.5,,sour banana sherbet no. 2
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Zkittlez,Talking Trees Farms,,,zkittlez
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Sour Diesel,Delta 9 Labs,,,sour diesel
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Strawberry Bananna,Quantum Oregon,,,strawberry bananna
Candy Chem,In Good Health,5.0,,candy chem
Legends of 91,Grassroots Cannabis,,,legends of 91
Lemon Meringue,Green Leaf Medical (gLeaf),,,lemon meringue
Fruity Pebbles OG x Sour Dub,Grow West Cannabis Company,5.0,,fruity pebbles og x sour dub
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
I-95,CRU Cannabis,,,i-95
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Hash Haze,Terrapin Care Station,3.9,,hash haze
Whipped Cherries,Korova,,,whipped cherries
Lemonder,Seattle's Private Reserve - SPR,,,lemonder
Cookies and Cream,Fleur Cannabis,,,cookies and cream
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Sunset Sherbet,Western Cultured by Hannah Industries,,,sunset sherbet
Lemon Meringue,Dime Bag,,,lemon meringue
Kimbo Kush,Bishop Orchard,,,kimbo kush
Lemon Lime Punch | HOVER,Perch Harvests,,48.0,lemon lime punch | hover
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
OG KB,Bloom Cannabis,,,og kb
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Colorado Chem - Balance,rythm,5.0,,colorado chem - balance
Sunshine Daydream,Curaleaf,,,sunshine daydream
Tony Montana,Magic Time Farms,4.5,,tony montana
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Headspace Popcorn Nugs,Sunday Goods,,,headspace popcorn nugs
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
9 Pound Hammer #6,Leafwerx,,,9 pound hammer #6
Cookies n' Chem,verano,,,cookies n' chem
Cherry Hills,Farm Fresh,,,cherry hills
MAC1 1/8th Canned Flower (3.5g),West Coast Cure,,,mac1 1/8th canned flower
Super Silver Haze,Anani Pharma,,,super silver haze
Purple Lemon Haze 14g,Top Shelf,,,purple lemon haze 14g
Candy Glue,Sky High Gardens,,13.0,candy glue
Jungle Glaze,TRU Infusion,4.0,,jungle glaze
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Alien Dawg ,KYND Cannabis Company,,,alien dawg
Jack Flash,DTF - Downtown Flower,,,jack flash
Dosi Punch,VAPEN,,,dosi punch
Rugburn OG,Mayflower Medicinals,,,rugburn og
Animal Cookies,Apollo Grown,5.0,,animal cookies
Rustico (Large),Lobo,1.0,50.0,rustico
Chem Berries Flower,Lifted Cannabis,,,chem berries flower
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Gold Shelf Sunburn,LivWell,,,gold shelf sunburn
Grape Marmalade,matter.,,,grape marmalade
Sour Lemon,DTF - Downtown Flower,,12.0,sour lemon
Kush Mints,The Heights Co.,,,kush mints
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Bubba Kush,"Sugar Leaf (Do not use, use Sugarleaf)",5.0,,bubba kush
Premium G-13 Haze,Arizona Organix,,,premium g-13 haze
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Chocolate Mint OG,Good Crops,5.0,,chocolate mint og
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Chocolate Covered Strawberries,Good Good Farm,,,chocolate covered strawberries
Angry Wizard ,Heroes of the Farm,5.0,,angry wizard
MAC,Bloom Cannabis,,,mac
Hash Haze,Terrapin Care Station,3.9,,hash haze
Kong,Copperstate Farms,,,kong
Jack Herer,Red Frog Cannabis,,,jack herer
Ice Cream Man,AZ Nectar Farms,,,ice cream man
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Fire Og Marley Black Flower,Marley Natural,,,fire og marley black flower
Strawberries & Cream,Exotic Genetix,5.0,,strawberries & cream
BoAx CBD Hemp Flower,Plain Jane,1.0,10.99,boax cbd hemp flower
Platinum Punch,DTF - Downtown Flower,,,platinum punch
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Indiana Bubble Gum,Sunday Goods,,,indiana bubble gum
NYC Chem,House of Cultivar,,,nyc chem
OG Kush,Canuvo,,,og kush
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Chunky Diesel,Cresco Cannabis,4.5,,chunky diesel
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Cali Dream,3D Pharms,5.0,,cali dream
Tangimal,Flow Kana,,,tangimal
Cement Shoes ,Quantum Oregon,5.0,,cement shoes
Permafrost,Khush Kush,,,permafrost
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Stardawg ,Nelson and Company Organics,,,stardawg
G-13,Apollo Grown,,,g-13
Lemon Hashplant,Lowell Herb Co.,,,lemon hashplant
Lamborghini,Emerald Family Farms,,,lamborghini
Original Glue (f.k.a. GG#4),Green Leaf Medical (gLeaf),,,original glue
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Charge 507,Canndescent,,,charge 507
Charge 506,Canndescent,,,charge 506
Presidential Kush Flower,Cloud Cover Cannabis,,,presidential kush flower
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Dosidos,Korova,,,dosidos
Pineapple Express,Copperstate Farms,,,pineapple express
Dutch Haze,Falcanna,3.5,,dutch haze
Hash Haze,Terrapin Care Station,3.9,,hash haze
Huckleberry Diesel 2,Williams Wonder Farms,,,huckleberry diesel 2
Chunky Skunk,HiBuddy Organics,,,chunky skunk
Ken Dawg,Laughing Man Farms,5.0,,ken dawg
Mandarin Cookies,Avitas,,,mandarin cookies
Boss OG,Elyon Cannabis,,,boss og
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
GHOST MINTS,Fireline Cannabis,,,ghost mints
Sensi Matador,Anani Pharma,,,sensi matador
Tuna God,Lotus Gold,,,tuna god
Kimbo Kush,Mayflower Medicinals,,,kimbo kush
High Octane OG #12,Tierra Grow,5.0,,high octane og #12
White Sumo,Sunday Goods,,,white sumo
Chernobyl,Copperstate Farms,,,chernobyl
Gelato (1oz./28g) - Private Stock,Claybourne Co.,,,gelato  - private stock
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Blue Dream,Yilo,2.0,,blue dream
Mandarin Fizz,Alibi,,,mandarin fizz
Pinakoolato,Bloom Cannabis,3.0,,pinakoolato
G-Cut ,Snickle Fritz by Grow Op Farms,,,g-cut
Do-Si-Dos,Mad Terp Labs (MTL),,,do-si-dos
HYH 1/2 Ounce - Headspace (SD) *Shake/small nug/partially trimmed*,HYH SOCIETY,,,hyh 1/2 ounce - headspace  *shake/small nug/partially trimmed*
Sweet Diesel ,Falcanna,,,sweet diesel
Plum Crazy,Fleur Cannabis,4.5,,plum crazy
Orange Beignet,AZ Nectar Farms,,,orange beignet
Lemon Haze ,Honeydew Farms,,,lemon haze
Ice Cream Cake - Mid Shelf,Guest Strain,,,ice cream cake - mid shelf
Lamborghini OG,Flow Kana,,,lamborghini og
Grizzly Haze,Grizzly Peak Farms,,,grizzly haze
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Star 91 (Medical),Patriot Care,,,star 91
Blueberry Pie,"CommCan, Inc.",,,blueberry pie
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Willy's Wonder,Cannabis Nation Dispensaries,,,willy's wonder
Quantum Kush,Tryke Companies,,,quantum kush
Green Rhino - Premium Sun-grown,BLOOM FARMS,,,green rhino - premium sun-grown
Headbanger #3 Popcorn Buds,Sunday Goods,,,headbanger #3 popcorn buds
Purple Lemon Haze 28g,Top Shelf,,,purple lemon haze 28g
Jesus,Dawg Star,,,jesus
BODY Wookie Girl (Indica) Flower – 3.5 grams,GrowHealthy,4.9,50.0,body wookie girl  flower – 3.5 grams
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Margarita 1/8th Canned Flower (3.5g),West Coast Cure,,,margarita 1/8th canned flower
The Don Mega #5,Patriot Care,,,the don mega #5
Sunberry,Forbidden Farms,5.0,,sunberry
Cheese MiniBudz,Mayflower Medicinals,,,cheese minibudz
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Blueberry Vintage,Bloom Cannabis,,,blueberry vintage
Strawberry Fields Roll Your Own Flower 7g,Avitas,,,strawberry fields roll your own flower 7g
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Wedding Push Pop,The Green Halo,,,wedding push pop
Star 91 (80/20 Indica),Patriot Care,5.0,,star 91
Pineapple Mimosa,MEDCo,,,pineapple mimosa
Sour Kosher,Garden Remedies,4.0,,sour kosher
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
God's Gift,Forbidden Farms,,,god's gift
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Wedding Cake,Tryke Companies,,,wedding cake
SFV OG,Omura,,35.0,sfv og
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Sira Moonrise,Garden Remedies,,,sira moonrise
Afghan Kush,Ilera Healthcare,,,afghan kush
Sunset Wedding,Cresco Cannabis,,,sunset wedding
Gas Leak 2.0 Flower,Dream City,5.0,,gas leak 2.0 flower
Purple Haze,Yilo,,,purple haze
Urkle OG - Relax,rythm,4.0,,urkle og - relax
Purple C,Harmony Grow,5.0,,purple c
Sweet Romulan (PEAK),Sublime Brands,,,sweet romulan
Tres Leches,Bloom Cannabis,,,tres leches
Banana Split Flower,Dream City,,,banana split flower
Thicc Girl Kush,BG Family Farms,4.7,,thicc girl kush
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Trifi Cookies,Cream of the Crop Gardens,5.0,,trifi cookies
Sister Glue (GG1) (f.k.a. Gorilla Glue 1),GG Strains LLC,5.0,,sister glue
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Blue Cookies ,Bloom Cannabis,,,blue cookies
La Con,Harmony Farms,,,la con
Tahoe OG (MED),High Winds Farm,,,tahoe og
Blue Dream | FLY,Perch Harvests,,48.0,blue dream | fly
Remedy (7g),Ilera Healthcare,,,remedy
Snow Turd,Panoptics,,,snow turd
Professor Chaos,GreenRush Cannabis,5.0,,professor chaos
Orange Cookies,Snickle Fritz by Grow Op Farms,,,orange cookies
Indica Blunt Weed ,Trees by Game California,,,indica blunt weed
Alien Berry,Billows of Haze,,,alien berry
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Banana Kush,Curaleaf,,,banana kush
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Legion Grown- Blue Cookies,Legion of Bloom,,25.0,legion grown- blue cookies
Blu Chardonnay,3C Farms,4.5,,blu chardonnay
Kali Breeze Strain CBD Hemp Flower,Industrial Hemp Farms - IHF LLC,,39.99,kali breeze strain cbd hemp flower
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Hash Haze,Terrapin Care Station,3.9,,hash haze
Raspberry Do-Si-Dos,Harvest,,,raspberry do-si-dos
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Royal Wedding Cake Shake,Holistic Industries,,,royal wedding cake shake
Medellin,Royal Choice Farms,2.0,,medellin
Cookies n' Chem,verano,,,cookies n' chem
Mendo Breath Marley Black Flower,Marley Natural,,,mendo breath marley black flower
Wonka Bars,Copperstate Farms,,,wonka bars
NYC Sister ,Nature's Heritage,4.0,,nyc sister
Shortbread,Fidus PDX,5.0,,shortbread
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
NORTHERN SOUL (A) ·,The Botanist,,,northern soul  ·
Lemon Meringue Purp,Arizona Organix,,,lemon meringue purp
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Papaya Punch,Omura,,41.0,papaya punch
Face on Fire,AZ Nectar Farms,,,face on fire
Khalifa Kush,Tryke Companies,,,khalifa kush
Tangie 1g,Top Shelf,,,tangie 1g
Aloha,Soulshine Cannabis,,,aloha
Purple Pug,Grass Monkey Cannabis Company,,,purple pug
Dutchy Flower (Blueberry DY-I),Dutchy,,,dutchy flower
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Chocolate Hashberry,House of Cultivar,5.0,,chocolate hashberry
Golden Goat,Bloom Cannabis,,,golden goat
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Berry White,Arizona Organix,,,berry white
Hash Haze,Terrapin Care Station,3.9,,hash haze
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Shawnee Hills,Bedford Grow,,,shawnee hills
HeatWave,Oregon Cannabis Authority,,,heatwave
Purple Pineapple Express,Vivid,5.0,,purple pineapple express
Pink Lemonade,Temescal Wellness,,,pink lemonade
Modified Grapes,AZ Nectar Farms,4.5,,modified grapes
Ultra Strawnana,M.P. Glassworthy,1.0,,ultra strawnana
Valley Girl Flower,Cloud Cover Cannabis,,,valley girl flower
ACDC,SWC,,,acdc
Wedding Cake,Lotus Gold,,,wedding cake
Innovate,Veritas Farms,,,innovate
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Lemon Grenades ,Grassroots Cannabis,4.9,,lemon grenades
Cascade OG,Frontier Farms,3.0,,cascade og
Acapulco Gold,TopShelf,,,acapulco gold
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Amnesia Haze x SSH x F1 Popcorn Buds,Sunday Goods,,,amnesia haze x ssh x f1 popcorn buds
Pangea,Temescal Wellness,,,pangea
Pineapple,Lowell Herb Co.,,,pineapple
Purple Wookie Platinum Reserve,Forbidden Farms,,,purple wookie platinum reserve
Watermelon Rancher - 3.5g,Granpa’s Finest,,,watermelon rancher - 3.5g
Top Tier Timewreck,Abundant Organics,,,top tier timewreck
J-1,Mohave Cannabis Co,,,j-1
Motorbreath,GOLDLEAF,5.0,,motorbreath
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
White Tahoe Cookies,El Ella,,,white tahoe cookies
Sweet Tea OG,Willie's Reserve,,,sweet tea og
Watermelon Sorbet (Skittles),Redbird,,,watermelon sorbet
Alpha OG,Tryke Companies,,,alpha og
Platinum Gorilla,Arizona Organix,5.0,,platinum gorilla
Magnum Opus,Flow Kana,,,magnum opus
Chocolate Hashberry,Leafwerx,,,chocolate hashberry
Do-Si-Dos,Ponderosa Releaf Copper Top,,,do-si-dos
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Flo,Gardens of Weeden,,,flo
Matador,Anani Pharma,,,matador
Create 321,Canndescent,,,create 321
Strawberry Shaman,Cresco Cannabis,5.0,,strawberry shaman
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Enjoyable OG,Enjoyable Edibles,5.0,50.0,enjoyable og
Sherbet on Fire,Bloom Cannabis,,,sherbet on fire
Mochi 1/8th Canned Flower (3.5g),West Coast Cure,,,mochi 1/8th canned flower
Frozen Grapes,Honeydew Farms,,,frozen grapes
Blackberry,Green Leaf Medical (gLeaf),,,blackberry
Premium Tier Purple Dream,SWC,,,premium tier purple dream
9 Pound Hammer,Headlight,,,9 pound hammer
Gelato Mint,Exotic Genetix,5.0,,gelato mint
Chem 91 Shake,Grow West Cannabis Company,,,chem 91 shake
Skywalker OG Flower,Apollo Grown,,,skywalker og flower
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Lemon Tree,Phat Panda by Grow Op Farms,,,lemon tree
Ursa Major,Prūf Cultivar,,,ursa major
Durango Lemon Purp,Durango Cannabis Company,5.0,,durango lemon purp
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Wonder Dawg,Lotus Gold,,,wonder dawg
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Plum Driver ,AZ Nectar Farms,4.5,,plum driver
Sour Diesel Lemon Kush,Lowell Herb Co.,3.0,,sour diesel lemon kush
Sequoia Strawberry,BaM - Body and Mind,5.0,,sequoia strawberry
Passion Fruit 2400/Unit,Something Tight,5.0,,passion fruit 2400/unit
Lime Skunk,Cresco Cannabis,5.0,,lime skunk
Snow Monster #4,Driftboat,,,snow monster #4
Purple Punch Flower,Perma Cannabis,,,purple punch flower
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Lime Haze ,Arizona Organix,,,lime haze
Boss Hogg,Harmony Grow,5.0,,boss hogg
Lake of Fire,Mohave Cannabis Co,,,lake of fire
Ice Cream Cake,Phat Panda by Grow Op Farms,,,ice cream cake
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Mirage,Bloom Cannabis,,,mirage
Mimosa,Maven Genetics,,,mimosa
Animal Grahams,Omura,,40.0,animal grahams
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Golden Lemon,Lowell Herb Co.,1.0,,golden lemon
Tropicanna Cookies,Deschutes Growery,,,tropicanna cookies
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Red Eye Jedi,Billows of Haze,,12.0,red eye jedi
Sugar Cookies,House of Cultivar,,,sugar cookies
Pineapple Kush,Urban Pharms,,,pineapple kush
Hybrid,Ervana,,,hybrid
Blueberry Kush,Tao Gardens,,,blueberry kush
Durban Poison | FLY,Perch Harvests,,48.0,durban poison | fly
White Walker OG,Anani Pharma,,,white walker og
Miracle Alien Cookies (MAC) Platinum,Phat Panda by Grow Op Farms,5.0,,miracle alien cookies  platinum
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Ex Wife Bong Buddies,Phat Panda by Grow Op Farms,,,ex wife bong buddies
Connect 411,Canndescent,,,connect 411
Area 51 Blueberry Jack,Artizen Cannabis,,,area 51 blueberry jack
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Kosher Dawg,DNA Genetics,,,kosher dawg
6Mill,LUVLI,,,6mill
Garlicane,Fifty Fold,5.0,,garlicane
22Jack,Harmony Grow,4.7,,22jack
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
OG Kush Breath,TRU Infusion,,,og kush breath
Dosidos,Korova,,,dosidos
Alaskan Thunder Fuck,Clandestine Gardens,,,alaskan thunder fuck
Durban Haze,Nature's Grace and Wellness,,,durban haze
Blueberry,Dawg Star,,,blueberry
Obama Kush x Purple Hindu Kush Bronze,Trellis Farms,,,obama kush x purple hindu kush bronze
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
I-95 (Med),Kings Cannabis,,,i-95
Cherry Bomb,High Supply Tumwater,,,cherry bomb
Roze,Tryke Companies,,,roze
RBK OG (PC),Arizona Organix,,,rbk og
Apricot Jelly,GOLDLEAF,,,apricot jelly
Snoop's Dream,Gold Leaf Gardens,,,snoop's dream
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Dairy Queen Marley Studio Flower,Marley Natural,,,dairy queen marley studio flower
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
NY Sour Diesel,Summa Cannabis,,,ny sour diesel
Harlequin,High Mountain Health,5.0,,harlequin
Legion Grown- Black Jack,Legion of Bloom,,25.0,legion grown- black jack
Hash Haze,Terrapin Care Station,3.9,,hash haze
Merlot Strain CBD Hemp Flower,Industrial Hemp Farms - IHF LLC,,,merlot strain cbd hemp flower
Blue Dream Strain CBD Hemp Flower,Industrial Hemp Farms - IHF LLC,,4.99,blue dream strain cbd hemp flower
Purple Headband,Khush Kush,,,purple headband
Black Cherry Soda,Headlight,,,black cherry soda
Cannalope Haze,Sublime Brands,,,cannalope haze
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Hash Haze,Terrapin Care Station,3.9,,hash haze
Optimus Prime,Artizen Cannabis,,,optimus prime
Mendo Breath,Tryke Companies,,,mendo breath
Strawberry Guava,Veritas Farms,,,strawberry guava
Gas Leak 2.0 Flower,Dream City,5.0,,gas leak 2.0 flower
Grape Daze,High Grade AZ,,,grape daze
Eskimo Dawg,Aroma Cannabis,5.0,10.0,eskimo dawg
Black Banana F2,Patriot Care,,,black banana f2
Flower Collection,Doctor and Crook Co.,5.0,,flower collection
Glookies (Girl Scout Cookie Forum Cut x GG4 (f.k.a. Gorilla Glue #4),Sierra Green,,,glookies
Ghost OG,Honeydew Farms,,,ghost og
Papaya Cake Bong Buddies,Phat Panda by Grow Op Farms,,,papaya cake bong buddies
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Chunk Dawg,Bedford Grow,4.5,,chunk dawg
Skywalker OG,Native Roots,,,skywalker og
Gelato,mount baker,,,gelato
Sour Kush,Phat Panda by Grow Op Farms,,,sour kush
Sunset Sherbet,Quantum Oregon,2.0,,sunset sherbet
Purple Punch,Oregon Roots,,,purple punch
Cherry Gorilla,Ataraxia,,,cherry gorilla
MK Ultra x Cherry,Avitas,,,mk ultra x cherry
Bare Foot Bandit OG,Western Cultured by Hannah Industries,,,bare foot bandit og
Royal Koolato,Bloom Cannabis,,,royal koolato
GMO,"CommCan, Inc.",5.0,,gmo
LA Cheese x Grapestomper,The Botanist,,,la cheese x grapestomper
Blackberry Kush,Hug Farms,,,blackberry kush
CBDiesel x Shark Shock,Alter Farms,,,cbdiesel x shark shock
Frost Boss #8 Popcorn Nugs,Sunday Goods,,,frost boss #8 popcorn nugs
The Star,Rocking Star Farms,,,the star
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Original Glue (GG4) (24.45% THC),SevenFive Farm,,,original glue
