Name,Brand,Rating,Price,Race,Flavor,Dominance,THC,CBD,Terpenes,"Calm/Energize [-1,1]",Positive effects,Positive effects (reviews),Negative effects,Medical effects (reviews),Medical effects,Negative effects (reviews)
Candyland (CBD),Black Tie CBD,5.0,9.0,sativa,"['Sweet', 'Earthy', 'Pungent']",THC Dominant,16–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",0.7717,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Happy 62%', 'Uplifted 53%', 'Euphoric 50%', 'Relaxed 46%', 'Energetic 42%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 30%', 'Depression 28%', 'Anxiety 21%', 'Pain 19%', 'Fatigue 16%']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']","['Dry mouth 21%', 'Dry eyes 13%', 'Anxious 5%', 'Dizzy 4%', 'Paranoid 3%']"
White 99,Nature's,,,hybrid,"['Pungent', 'Lemon', 'Earthy']",THC Dominant,,,,0.3466,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Relaxed 46%', 'Euphoric 44%', 'Happy 42%', 'Uplifted 39%', 'Energetic 26%']","['Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression 28%', 'Stress 26%', 'Anxiety 20%', 'Fatigue 17%', 'Lack of appetite 11%']","['Depression', 'Insomnia', 'Stress', 'Fatigue', 'Headaches']","['Dry mouth 14%', 'Dry eyes 11%', 'Anxious 7%', 'Dizzy 4%', 'Paranoid 2%']"
Green Crack,Yilo,,,sativa,"['Citrus', 'Earthy', 'Sweet']",THC Dominant,15–18% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",0.9673,"['Happy', 'Creative', 'Energetic', 'Uplifted', 'Focused']","['Energetic 62%', 'Happy 56%', 'Uplifted 54%', 'Euphoric 45%', 'Focused 41%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 36%', 'Anxiety 28%', 'Depression 28%', 'Pain 19%', 'Fatigue 18%']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']","['Dry mouth 28%', 'Dry eyes 16%', 'Paranoid 9%', 'Anxious 7%', 'Dizzy 6%']"
Remedy,Puffin Farm,,,indica,"['Citrus', 'Earthy', 'Woody']",CBD Dominant,< 1% THC,11–15% CBD,"['Myrcene', 'Pinene', 'Caryophyllene']",-0.7672,"['Relaxed', 'Hungry', 'Happy', 'Sleepy', 'Focused']","['Relaxed 66%', 'Happy 39%', 'Focused 28%', 'Uplifted 27%', 'Sleepy 24%']",['Dry Mouth'],"['Pain 44%', 'Stress 36%', 'Anxiety 34%', 'Inflammation 23%', 'Headaches 21%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Inflammation']","['Dry mouth 10%', 'Anxious 4%', 'Dry eyes 3%', 'Headache 3%', 'Dizzy 1%']"
Venom OG,Nature's,,,hybrid,"['Earthy', 'Pungent', 'Pine']",THC Dominant,17–20% THC,< 1% CBD,"['Myrcene', 'Limonene', 'Caryophyllene']",-0.7105,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 65%', 'Happy 48%', 'Euphoric 40%', 'Sleepy 38%', 'Uplifted 32%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 37%', 'Pain 29%', 'Anxiety 27%', 'Insomnia 26%', 'Depression 21%']","['Pain', 'Stress', 'Nausea', 'Inflammation', 'Spasticity']","['Dry mouth 32%', 'Dry eyes 15%', 'Dizzy 7%', 'Headache 4%', 'Paranoid 3%']"
Fucking Incredible,Forbidden Farms,,,indica,"['Earthy', 'Skunk', 'Pine']",THC Dominant,,,,-0.649,"['Relaxed', 'Happy', 'Sleepy', 'Giggly']","['Relaxed 63%', 'Happy 52%', 'Euphoric 48%', 'Sleepy 32%', 'Uplifted 32%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Stress 45%', 'Pain 44%', 'Anxiety 39%', 'Insomnia 30%', 'Depression 26%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache']","['Dry mouth 32%', 'Dry eyes 21%', 'Dizzy 7%', 'Paranoid 4%', 'Anxious 3%']"
The HOG,Sacred Flower Farms,,,indica,"['Woody', 'Sweet', 'Earthy']",THC Dominant,,,,-0.8789,"['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']","['Relaxed 61%', 'Sleepy 57%', 'Euphoric 54%', 'Happy 46%', 'Uplifted 26%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 47%', 'Pain 41%', 'Anxiety 38%', 'Insomnia 35%', 'Depression 25%']","['Insomnia', 'Pain', 'Stress', 'Inflammation', 'Muscle Spasms']","['Dry mouth 30%', 'Dry eyes 20%', 'Dizzy 9%', 'Paranoid 5%', 'Anxious 4%']"
Candyland (CBD),Black Tie CBD,5.0,9.0,sativa,"['Sweet', 'Earthy', 'Pungent']",THC Dominant,16–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",0.7717,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Happy 62%', 'Uplifted 53%', 'Euphoric 50%', 'Relaxed 46%', 'Energetic 42%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 30%', 'Depression 28%', 'Anxiety 21%', 'Pain 19%', 'Fatigue 16%']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']","['Dry mouth 21%', 'Dry eyes 13%', 'Anxious 5%', 'Dizzy 4%', 'Paranoid 3%']"
Blue Dream,GreenRush Cannabis,,,hybrid,"['Blueberry', 'Sweet', 'Berry']",THC Dominant,16–20% THC,< 1% CBD,"['Myrcene', 'Pinene', 'Caryophyllene']",0.4579,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Happy 59%', 'Euphoric 53%', 'Relaxed 50%', 'Uplifted 49%', 'Creative 39%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 38%', 'Anxiety 30%', 'Depression 28%', 'Pain 28%', 'Insomnia 14%']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']","['Dry mouth 31%', 'Dry eyes 16%', 'Paranoid 7%', 'Dizzy 6%', 'Anxious 4%']"
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,hybrid,"['Blueberry', 'Sweet', 'Berry']",THC Dominant,,,,-0.0981,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Relaxed 64%', 'Happy 60%', 'Uplifted 46%', 'Euphoric 35%', 'Giggly 21%']","['Dry Mouth', 'Dry Eyes', 'Anxious']","['Stress 37%', 'Pain 35%', 'Depression 23%', 'Insomnia 23%', 'Anxiety 21%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Fatigue']","['Dry mouth 23%', 'Dry eyes 12%', 'Anxious 1%', 'Dizzy 1%', 'Headache 1%']"
Lemon Alien Dawg,Copperstate Farms,,,hybrid,"['Citrus', 'Lemon', 'Sweet']",THC Dominant,16–19% THC,< 1% CBD,,0.0232,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Relaxed 70%', 'Happy 66%', 'Euphoric 56%', 'Uplifted 47%', 'Creative 31%']","['Dizzy', 'Dry Mouth', 'Anxious']","['Depression 41%', 'Stress 41%', 'Anxiety 35%', 'Nausea 25%', 'Bipolar disorder 22%']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Nausea', 'Headache']","['Dry mouth 31%', 'Dry eyes 8%', 'Anxious 2%', 'Dizzy 2%', 'Headache 2%']"
Zkittlez (CBD),Simply Crafted,5.0,25.0,indica,"['Sweet', 'Berry', 'Grape']",THC Dominant,16–20% THC,< 1% CBD,"['Caryophyllene', 'Humulene', 'Linalool']",-0.6124,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 48%', 'Happy 30%', 'Euphoric 27%', 'Uplifted 23%', 'Sleepy 20%']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Stress 19%', 'Depression 16%', 'Anxiety 16%', 'Pain 14%', 'Insomnia 10%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache']","['Dry mouth 17%', 'Dry eyes 9%', 'Headache 3%', 'Dizzy 3%', 'Anxious 2%']"
Strawberry Cough,Phat Panda by Grow Op Farms,,,sativa,"['Strawberry', 'Sweet', 'Berry']",THC Dominant,15–19% THC,< 1% CBD,"['Myrcene', 'Pinene', 'Caryophyllene']",0.84,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Happy 55%', 'Uplifted 50%', 'Euphoric 47%', 'Energetic 39%', 'Relaxed 37%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 36%', 'Anxiety 30%', 'Depression 26%', 'Pain 20%', 'Fatigue 11%']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']","['Dry mouth 25%', 'Dry eyes 14%', 'Dizzy 6%', 'Paranoid 5%', 'Headache 3%']"
Corleone Kush,Ataraxia,,,indica,"['Skunk', 'Earthy', 'Spicy/Herbal']",THC Dominant,,,,-0.77,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 71%', 'Euphoric 49%', 'Sleepy 46%', 'Happy 38%', 'Uplifted 28%']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 49%', 'Pain 40%', 'Anxiety 37%', 'Insomnia 36%', 'Depression 30%']","['Depression', 'Pain', 'Stress', 'Headache', 'Spasticity', 'Muscle Spasms']","['Dry mouth 31%', 'Dry eyes 10%', 'Paranoid 10%', 'Anxious 3%', 'Dizzy 2%']"
Critical Kush (CBD),Simply Crafted,4.9,25.0,indica,"['Earthy', 'Pungent', 'Woody']",THC Dominant,15–20% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.8753,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 79%', 'Happy 54%', 'Sleepy 47%', 'Euphoric 41%', 'Uplifted 30%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 36%', 'Pain 33%', 'Insomnia 29%', 'Depression 28%', 'Anxiety 27%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']","['Dry mouth 32%', 'Dry eyes 19%', 'Dizzy 7%', 'Anxious 4%', 'Paranoid 3%']"
Biker Kush,Sunday Goods,,,,,THC Dominant,15–19% THC,< 1% CBD,,,,,,,,
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,,,THC Dominant,18–22% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.3794,,"['Relaxed 68%', 'Happy 55%', 'Euphoric 52%', 'Uplifted 40%', 'Sleepy 28%']",,"['Stress 32%', 'Pain 26%', 'Depression 25%', 'Anxiety 23%', 'Insomnia 19%']",,"['Dry mouth 26%', 'Dry eyes 13%', 'Dizzy 5%', 'Paranoid 4%', 'Anxious 4%']"
Original Glue (f.k.a. GG4) (Med),High Winds Farm,,,,,THC Dominant,18–22% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.3794,,"['Relaxed 68%', 'Happy 55%', 'Euphoric 52%', 'Uplifted 40%', 'Sleepy 28%']",,"['Stress 32%', 'Pain 26%', 'Depression 25%', 'Anxiety 23%', 'Insomnia 19%']",,"['Dry mouth 26%', 'Dry eyes 13%', 'Dizzy 5%', 'Paranoid 4%', 'Anxious 4%']"
ACDC,Omura,,40.0,,,CBD Dominant,< 1% THC,11–15% CBD,"['Myrcene', 'Pinene', 'Caryophyllene']",-0.2066,,"['Relaxed 64%', 'Happy 40%', 'Uplifted 35%', 'Focused 34%', 'Energetic 18%']",,"['Pain 43%', 'Stress 39%', 'Anxiety 36%', 'Inflammation 26%', 'Depression 24%']",,"['Dry mouth 11%', 'Dry eyes 4%', 'Anxious 2%', 'Headache 2%', 'Dizzy 2%']"
Candyland (CBD),Black Tie CBD,5.0,9.0,sativa,"['Sweet', 'Earthy', 'Pungent']",THC Dominant,16–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",0.7717,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Happy 62%', 'Uplifted 53%', 'Euphoric 50%', 'Relaxed 46%', 'Energetic 42%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 30%', 'Depression 28%', 'Anxiety 21%', 'Pain 19%', 'Fatigue 16%']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']","['Dry mouth 21%', 'Dry eyes 13%', 'Anxious 5%', 'Dizzy 4%', 'Paranoid 3%']"
Orange Cream,SWC,,,,,THC Dominant,16–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",,,,,,,
Banana OG,Blue Roots Cannabis Co.,,,hybrid,"['Sweet', 'Earthy', 'Flowery']",THC Dominant,18–23% THC,< 1% CBD,"['Limonene', 'Caryophyllene', 'Pinene']",-0.6779999999999999,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 55%', 'Euphoric 43%', 'Happy 42%', 'Sleepy 28%', 'Hungry 27%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 29%', 'Pain 26%', 'Anxiety 25%', 'Insomnia 23%', 'Depression 17%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headaches']","['Dry mouth 25%', 'Dry eyes 14%', 'Dizzy 8%', 'Paranoid 6%', 'Anxious 5%']"
Lemon Drop,Red Frog Cannabis,3.0,,hybrid,"['Lemon', 'Citrus', 'Sweet']",THC Dominant,,,,0.5719,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Giggly']","['Happy 53%', 'Relaxed 44%', 'Euphoric 43%', 'Uplifted 42%', 'Energetic 33%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Stress 37%', 'Anxiety 31%', 'Depression 27%', 'Pain 19%', 'ADD/ADHD 14%']","['Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Inflammation', 'Muscle Spasms']","['Dry mouth 26%', 'Dry eyes 14%', 'Dizzy 6%', 'Anxious 4%', 'Headache 2%']"
Zkittlez (CBD),Simply Crafted,5.0,25.0,indica,"['Sweet', 'Berry', 'Grape']",THC Dominant,16–20% THC,< 1% CBD,"['Caryophyllene', 'Humulene', 'Linalool']",-0.6124,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 48%', 'Happy 30%', 'Euphoric 27%', 'Uplifted 23%', 'Sleepy 20%']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Stress 19%', 'Depression 16%', 'Anxiety 16%', 'Pain 14%', 'Insomnia 10%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache']","['Dry mouth 17%', 'Dry eyes 9%', 'Headache 3%', 'Dizzy 3%', 'Anxious 2%']"
Zkittlez,Talking Trees Farms,,,indica,"['Sweet', 'Berry', 'Grape']",THC Dominant,16–20% THC,< 1% CBD,"['Caryophyllene', 'Humulene', 'Linalool']",-0.6124,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 48%', 'Happy 30%', 'Euphoric 27%', 'Uplifted 23%', 'Sleepy 20%']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Stress 19%', 'Depression 16%', 'Anxiety 16%', 'Pain 14%', 'Insomnia 10%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache']","['Dry mouth 17%', 'Dry eyes 9%', 'Headache 3%', 'Dizzy 3%', 'Anxious 2%']"
Sour Diesel,Delta 9 Labs,,,,,THC Dominant,16–20% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",0.8822,,"['Happy 61%', 'Uplifted 53%', 'Euphoric 53%', 'Energetic 49%', 'Creative 42%']",,"['Stress 38%', 'Depression 28%', 'Anxiety 28%', 'Pain 23%', 'Fatigue 13%']",,"['Dry mouth 34%', 'Dry eyes 19%', 'Paranoid 10%', 'Dizzy 8%', 'Headache 5%']"
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,,,THC Dominant,18–22% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.3794,,"['Relaxed 68%', 'Happy 55%', 'Euphoric 52%', 'Uplifted 40%', 'Sleepy 28%']",,"['Stress 32%', 'Pain 26%', 'Depression 25%', 'Anxiety 23%', 'Insomnia 19%']",,"['Dry mouth 26%', 'Dry eyes 13%', 'Dizzy 5%', 'Paranoid 4%', 'Anxious 4%']"
Lemon Meringue,Green Leaf Medical (gLeaf),,,sativa,"['Lemon', 'Citrus', 'Sweet']",THC Dominant,18–21% THC,< 1% CBD,"['Terpinolene', 'Caryophyllene', 'Pinene']",0.9844,"['Happy', 'Creative', 'Energetic', 'Talkative', 'Uplifted']","['Happy 59%', 'Uplifted 59%', 'Creative 45%', 'Energetic 44%', 'Euphoric 36%']",[],"['Stress 31%', 'Depression 29%', 'Anxiety 22%', 'Fatigue 17%', 'Headaches 11%']","['Depression', 'Stress', 'Lack of Appetite', 'Nausea', 'Headaches']","['Dry eyes 11%', 'Dry mouth 8%', 'Anxious 4%', 'Headache 4%', 'Dizzy 3%']"
Critical Kush (CBD),Simply Crafted,4.9,25.0,indica,"['Earthy', 'Pungent', 'Woody']",THC Dominant,15–20% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.8753,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 79%', 'Happy 54%', 'Sleepy 47%', 'Euphoric 41%', 'Uplifted 30%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 36%', 'Pain 33%', 'Insomnia 29%', 'Depression 28%', 'Anxiety 27%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']","['Dry mouth 32%', 'Dry eyes 19%', 'Dizzy 7%', 'Anxious 4%', 'Paranoid 3%']"
I-95,CRU Cannabis,,,,,,,,,0.377,,"['Euphoric 31%', 'Creative 28%', 'Happy 25%', 'Hungry 21%', 'Relaxed 21%']",,"['Pain 31%', 'Stress 25%', 'Depression 18%', 'Anxiety 12%', 'PTSD 12%']",,"['Dry mouth 12%', 'Dry eyes 6%', 'Paranoid 6%', 'Anxious 3%']"
Lemonder,Seattle's Private Reserve - SPR,,,hybrid,"['Citrus', 'Lemon', 'Earthy']",THC Dominant,16–20% THC,< 1% CBD,,0.3164,"['Euphoric', 'Happy', 'Creative', 'Uplifted', 'Focused']",,[],,"['Depression', 'Insomnia', 'Pain', 'Stress', 'Headaches']",
Cookies and Cream,Fleur Cannabis,,,hybrid,"['Sweet', 'Vanilla', 'Nutty']",THC Dominant,18–23% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.159,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 66%', 'Happy 62%', 'Euphoric 51%', 'Uplifted 48%', 'Creative 27%']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 32%', 'Depression 27%', 'Anxiety 25%', 'Pain 21%', 'Insomnia 18%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea']","['Dry mouth 22%', 'Dry eyes 13%', 'Dizzy 5%', 'Anxious 3%', 'Paranoid 1%']"
Zkittlez (CBD),Simply Crafted,5.0,25.0,indica,"['Sweet', 'Berry', 'Grape']",THC Dominant,16–20% THC,< 1% CBD,"['Caryophyllene', 'Humulene', 'Linalool']",-0.6124,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 48%', 'Happy 30%', 'Euphoric 27%', 'Uplifted 23%', 'Sleepy 20%']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Stress 19%', 'Depression 16%', 'Anxiety 16%', 'Pain 14%', 'Insomnia 10%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache']","['Dry mouth 17%', 'Dry eyes 9%', 'Headache 3%', 'Dizzy 3%', 'Anxious 2%']"
Sunset Sherbet,Western Cultured by Hannah Industries,,,hybrid,"['Sweet', 'Citrus', 'Earthy']",,,,,,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']",,"['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']",,"['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache']",
Lemon Meringue,Dime Bag,,,sativa,"['Lemon', 'Citrus', 'Sweet']",THC Dominant,18–21% THC,< 1% CBD,"['Terpinolene', 'Caryophyllene', 'Pinene']",0.9844,"['Happy', 'Creative', 'Energetic', 'Talkative', 'Uplifted']","['Happy 59%', 'Uplifted 59%', 'Creative 45%', 'Energetic 44%', 'Euphoric 36%']",[],"['Stress 31%', 'Depression 29%', 'Anxiety 22%', 'Fatigue 17%', 'Headaches 11%']","['Depression', 'Stress', 'Lack of Appetite', 'Nausea', 'Headaches']","['Dry eyes 11%', 'Dry mouth 8%', 'Anxious 4%', 'Headache 4%', 'Dizzy 3%']"
Kimbo Kush,Bishop Orchard,,,hybrid,"['Earthy', 'Pine', 'Sweet']",THC Dominant,15–20% THC,< 1% CBD,"['Limonene', 'Caryophyllene', 'Pinene']",-0.7134,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 71%', 'Happy 46%', 'Sleepy 38%', 'Euphoric 35%', 'Uplifted 35%']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Pain 33%', 'Stress 30%', 'Anxiety 27%', 'Depression 26%', 'Insomnia 21%']","['Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Nausea', 'Headache']","['Dry mouth 23%', 'Dry eyes 13%', 'Anxious 5%', 'Dizzy 3%', 'Headache 1%']"
Critical Kush (CBD),Simply Crafted,4.9,25.0,indica,"['Earthy', 'Pungent', 'Woody']",THC Dominant,15–20% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.8753,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 79%', 'Happy 54%', 'Sleepy 47%', 'Euphoric 41%', 'Uplifted 30%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 36%', 'Pain 33%', 'Insomnia 29%', 'Depression 28%', 'Anxiety 27%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']","['Dry mouth 32%', 'Dry eyes 19%', 'Dizzy 7%', 'Anxious 4%', 'Paranoid 3%']"
Sunshine Daydream,Curaleaf,,,indica,"['Blueberry', 'Skunk', 'Berry']",THC Dominant,19–25% THC,< 1% CBD,,-0.8088,"['Relaxed', 'Euphoric', 'Happy', 'Creative']","['Relaxed 71%', 'Euphoric 52%', 'Happy 52%', 'Sleepy 32%', 'Uplifted 31%']","['Dry Mouth', 'Dry Eyes', 'Anxious']","['Pain 39%', 'Stress 31%', 'Anxiety 30%', 'Insomnia 26%', 'Inflammation 23%']","['Depression', 'Pain', 'Nausea', 'Headaches', 'Inflammation']","['Dry mouth 23%', 'Dry eyes 17%', 'Anxious 6%', 'Dizzy 6%', 'Headache 4%']"
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,hybrid,"['Blueberry', 'Sweet', 'Berry']",THC Dominant,,,,-0.0981,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Relaxed 64%', 'Happy 60%', 'Uplifted 46%', 'Euphoric 35%', 'Giggly 21%']","['Dry Mouth', 'Dry Eyes', 'Anxious']","['Stress 37%', 'Pain 35%', 'Depression 23%', 'Insomnia 23%', 'Anxiety 21%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Fatigue']","['Dry mouth 23%', 'Dry eyes 12%', 'Anxious 1%', 'Dizzy 1%', 'Headache 1%']"
Super Silver Haze,Anani Pharma,,,sativa,"['Citrus', 'Earthy', 'Sweet']",THC Dominant,15–20% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",0.9242,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Happy 60%', 'Uplifted 59%', 'Euphoric 55%', 'Energetic 51%', 'Creative 44%']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 38%', 'Anxiety 29%', 'Depression 28%', 'Pain 22%', 'Fatigue 15%']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Fatigue']","['Dry mouth 30%', 'Dry eyes 18%', 'Dizzy 9%', 'Paranoid 8%', 'Anxious 4%']"
Critical Kush (CBD),Simply Crafted,4.9,25.0,indica,"['Earthy', 'Pungent', 'Woody']",THC Dominant,15–20% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.8753,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 79%', 'Happy 54%', 'Sleepy 47%', 'Euphoric 41%', 'Uplifted 30%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 36%', 'Pain 33%', 'Insomnia 29%', 'Depression 28%', 'Anxiety 27%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']","['Dry mouth 32%', 'Dry eyes 19%', 'Dizzy 7%', 'Anxious 4%', 'Paranoid 3%']"
Alien Dawg ,KYND Cannabis Company,,,indica,"['Earthy', 'Pungent', 'Spicy/Herbal']",THC Dominant,14–19% THC,< 1% CBD,,-0.6541,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 66%', 'Euphoric 50%', 'Happy 50%', 'Sleepy 45%', 'Uplifted 35%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 40%', 'Pain 32%', 'Anxiety 31%', 'Insomnia 29%', 'Depression 22%']","['Insomnia', 'Pain', 'Stress', 'Nausea', 'Fatigue']","['Dry mouth 27%', 'Dry eyes 18%', 'Dizzy 10%', 'Paranoid 5%', 'Anxious 4%']"
Jack Flash,DTF - Downtown Flower,,,hybrid,"['Citrus', 'Sweet', 'Earthy']",THC Dominant,16–20% THC,< 1% CBD,,0.8545,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Happy 59%', 'Uplifted 51%', 'Euphoric 48%', 'Energetic 45%', 'Relaxed 40%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Stress 35%', 'Anxiety 28%', 'Pain 25%', 'Depression 22%', 'Fatigue 13%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Fatigue']","['Dry mouth 23%', 'Dry eyes 16%', 'Paranoid 6%', 'Headache 4%', 'Anxious 4%']"
